label,fp,dd,untainting,Explor SAT,Explor UNSAT,Explor other,Explor total,Explor time,CF SAT,CF UNSAT,CF other,CF total,CF time,Mem SAT,Mem UNSAT,Mem other,Mem total,Mem time,Insec SAT,Insec UNSAT,Insec other,Insec total,Insec time,Model total,Model time,Enum total,Enum time,enum_limit_reached,Total SAT,Total UNSAT,Total other,Total total,Total time,average query size, max query size,done checks,spared checks,paths,conditions,forks,unresolved_fork,resolved_forks,discarded,min_transient_dj,dba_instructions,x86instructions,addresses,merged,refused,aborted,wall time,MAX_DEPTH,MAX_PATH,TIMEOUT,store,canonical,mem_type,solver,bopt,transient_paths_pht,transient_paths_stl,pht_status,pht_dynamic,stl_status,max_spec_depth,violations,max_depth_reached,max_paths_reached,syscalls,solver_timeout_reached,enum_limit_reached,timeout_reached,interrupted,out_of_memory,exit_code
spectrev1_case_11gcc,1,1,1,5,0,0,5,0.487288,231,0,0,231,40.067261,2,0,0,2,0.209346,233,0,0,233,40.276607,0,0,0,0,0,238,0,0,238,40.763895,2136.773109,7488,40,603,28,31,31,31,0,0,0,2568,816,91,0,0,0,43.256854,0,0,inf,relational,1,row-map,boolector,0,28,0,Haunted,Full,NoSTL,200,4,0,0,0,0,0,0,1,0,Insecure
secretbox_main,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-nan,0,0,47213,1,602,663,0,0,663,0,230508,54936,2721,0,0,0,5.459149,0,0,inf,relational,1,row-map,boolector,0,0,0,NoPHT,Static,NoSTL,200,0,0,0,0,0,0,0,0,0,Secure
secretbox_main,1,1,1,3877,1329,0,5206,21427.736583,11,0,0,11,26.199454,3,0,0,3,6.245685,14,0,0,14,32.445139,0,0,0,0,0,3891,1329,0,5220,21460.181721,9495.124138,16099,325,280587,15369,13060,117636,13084,104552,128356,0,1353501,192019,769,0,0,0,21600.004661,0,0,inf,relational,1,row-map,boolector,0,15369,0,ExplicitSmarter,Full,NoSTL,200,13,0,0,3331,0,0,1,0,0,Insecure
secretbox_main,1,1,1,12,0,0,12,0.078812,16,0,0,16,32.983112,3,0,0,3,5.928305,19,0,0,19,38.911417,0,0,0,0,0,31,0,0,31,38.990229,9393.290323,11963,2620,21402117,2196824,2196817,3652570,3646711,5859,1455747,0,120089861,29091091,3583,0,0,0,2420.652731,0,0,inf,relational,1,row-map,boolector,0,2196824,0,Haunted,Full,NoSTL,200,17,0,0,1583,0,0,0,0,0,Insecure
secretbox_main,1,1,1,2969,336,0,3305,17937.963077,1,9228,0,9229,1787.890809,3,1978,0,1981,334.925164,4,11206,0,11210,2122.815973,0,0,0,0,0,2973,11542,0,14515,20060.77905,8303.151705,8408,718784,28273228,12980111,1982,1982,0,0,664,0,58475749,27481802,225,0,0,0,21600.003497,0,0,inf,relational,1,row-map,boolector,0,12980111,12978932,NoPHT,Static,ExplicitSTL,200,4,0,0,0,0,0,1,0,0,Insecure
secretbox_main,1,1,1,128,97,0,225,13597.676768,26,38,0,64,7882.64002,4,0,0,4,52.12573,30,38,0,68,7934.765751,0,0,0,0,0,158,135,0,293,21532.442518,90566.948805,172655,119,799,2,114,114,0,0,97,0,3992,1050,408,0,0,0,21600.003514,0,0,inf,relational,1,row-map,boolector,0,2,0,NoPHT,Static,HauntedIteSTL,200,26,0,0,0,0,0,1,0,0,Insecure
tea_encrypt_O0_main,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-nan,0,0,593,1,33,33,0,0,33,0,4830,960,84,0,0,0,0.123157,0,0,inf,relational,1,row-map,boolector,0,0,0,NoPHT,Static,NoSTL,200,0,0,0,0,0,0,0,0,0,Secure
tea_encrypt_O1_main,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-nan,0,0,226,1,32,32,0,0,32,0,4720,804,59,0,0,0,0.107033,0,0,inf,relational,1,row-map,boolector,0,0,0,NoPHT,Static,NoSTL,200,0,0,0,0,0,0,0,0,0,Secure
tea_encrypt_O2_main,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-nan,0,0,226,1,32,32,0,0,32,0,4737,806,61,0,0,0,0.10901,0,0,inf,relational,1,row-map,boolector,0,0,0,NoPHT,Static,NoSTL,200,0,0,0,0,0,0,0,0,0,Secure
tea_encrypt_O3_main,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-nan,0,0,226,1,32,32,0,0,32,0,4737,806,61,0,0,0,0.10718,0,0,inf,relational,1,row-map,boolector,0,0,0,NoPHT,Static,NoSTL,200,0,0,0,0,0,0,0,0,0,Secure
tea_encrypt_Of_main,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-nan,0,0,226,1,32,32,0,0,32,0,4737,806,61,0,0,0,0.108537,0,0,inf,relational,1,row-map,boolector,0,0,0,NoPHT,Static,NoSTL,200,0,0,0,0,0,0,0,0,0,Secure
tea_encrypt_O0_main,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-nan,0,0,1129,40,39,39,39,0,78,0,8087,1802,84,0,0,0,0.173284,0,0,inf,relational,1,row-map,boolector,0,39,0,ExplicitSmarter,Full,NoSTL,200,0,0,0,0,0,0,0,0,0,Secure
tea_encrypt_O1_main,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-nan,0,0,226,33,32,32,0,32,64,0,4784,836,59,0,0,0,0.110158,0,0,inf,relational,1,row-map,boolector,0,32,0,ExplicitSmarter,Full,NoSTL,200,0,0,0,0,0,0,0,0,0,Secure
tea_encrypt_O2_main,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-nan,0,0,226,33,32,32,0,32,64,0,4801,838,61,0,0,0,0.111173,0,0,inf,relational,1,row-map,boolector,0,32,0,ExplicitSmarter,Full,NoSTL,200,0,0,0,0,0,0,0,0,0,Secure
tea_encrypt_O3_main,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-nan,0,0,226,33,32,32,0,32,64,0,4801,838,61,0,0,0,0.111299,0,0,inf,relational,1,row-map,boolector,0,32,0,ExplicitSmarter,Full,NoSTL,200,0,0,0,0,0,0,0,0,0,Secure
tea_encrypt_Of_main,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-nan,0,0,226,33,32,32,0,32,64,0,4801,838,61,0,0,0,0.108781,0,0,inf,relational,1,row-map,boolector,0,32,0,ExplicitSmarter,Full,NoSTL,200,0,0,0,0,0,0,0,0,0,Secure
tea_encrypt_O0_main,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-nan,0,0,1129,40,39,39,39,0,0,0,8087,1802,84,0,0,0,0.173358,0,0,inf,relational,1,row-map,boolector,0,40,0,Haunted,Full,NoSTL,200,0,0,0,0,0,0,0,0,0,Secure
tea_encrypt_O1_main,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-nan,0,0,226,33,32,32,0,32,0,0,4784,836,59,0,0,0,0.111138,0,0,inf,relational,1,row-map,boolector,0,32,0,Haunted,Full,NoSTL,200,0,0,0,0,0,0,0,0,0,Secure
tea_encrypt_O2_main,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-nan,0,0,226,33,32,32,0,32,0,0,4801,838,61,0,0,0,0.109021,0,0,inf,relational,1,row-map,boolector,0,32,0,Haunted,Full,NoSTL,200,0,0,0,0,0,0,0,0,0,Secure
tea_encrypt_O3_main,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-nan,0,0,226,33,32,32,0,32,0,0,4801,838,61,0,0,0,0.109368,0,0,inf,relational,1,row-map,boolector,0,32,0,Haunted,Full,NoSTL,200,0,0,0,0,0,0,0,0,0,Secure
tea_encrypt_Of_main,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-nan,0,0,226,33,32,32,0,32,0,0,4801,838,61,0,0,0,0.112832,0,0,inf,relational,1,row-map,boolector,0,32,0,Haunted,Full,NoSTL,200,0,0,0,0,0,0,0,0,0,Secure
tea_encrypt_O0_main,1,1,1,8858,5314,0,14172,36.569092,1,0,0,1,0.338598,1,0,0,1,0.184871,2,0,0,2,0.523469,0,0,0,0,0,8860,5314,0,14174,37.092561,8931.454353,8959,2994,4773551,4580837,8856,8856,0,0,7084,0,108382690,15892084,84,0,0,0,3600.003363,0,0,inf,relational,1,row-map,boolector,0,4580837,4579237,NoPHT,Static,ExplicitSTL,200,2,0,0,0,0,0,1,0,0,Insecure
tea_encrypt_O1_main,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-nan,0,0,3328449,1637784,1690619,1690619,0,0,1690619,0,155642939,26046167,47,0,0,0,3600.007123,0,0,inf,relational,1,row-map,boolector,0,1637784,1637832,NoPHT,Static,ExplicitSTL,200,0,0,0,0,0,0,1,0,0,Unknown
tea_encrypt_O2_main,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-nan,0,0,4127445,2030942,2096459,2096459,0,0,2096459,0,157627849,28433290,49,0,0,0,3600.003065,0,0,inf,relational,1,row-map,boolector,0,2030942,2031024,NoPHT,Static,ExplicitSTL,200,0,0,0,0,0,0,1,0,0,Unknown
tea_encrypt_O3_main,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-nan,0,0,4233687,2083217,2150421,2150421,0,0,2150421,0,161685191,29165162,49,0,0,0,3600.003136,0,0,inf,relational,1,row-map,boolector,0,2083217,2083304,NoPHT,Static,ExplicitSTL,200,0,0,0,0,0,0,1,0,0,Unknown
tea_encrypt_Of_main,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-nan,0,0,4159314,2046623,2112645,2112645,0,0,2112645,0,158844904,28652824,49,0,0,0,3600.00328,0,0,inf,relational,1,row-map,boolector,0,2046623,2046707,NoPHT,Static,ExplicitSTL,200,0,0,0,0,0,0,1,0,0,Unknown
tea_encrypt_O0_main,1,1,1,53,27,0,80,0.646513,2,0,0,2,2.166504,1,5,0,6,1.265314,3,5,0,8,3.431818,0,0,0,0,0,56,32,0,88,4.078331,33728.965909,69355,20,945,14,40,40,0,0,27,0,6586,1364,84,0,0,0,7.994582,0,0,inf,relational,1,row-map,boolector,0,14,0,NoPHT,Static,HauntedIteSTL,200,2,0,0,0,0,0,0,0,0,Insecure
tea_encrypt_O1_main,1,1,1,0,0,0,0,0,1,1,0,2,1457.087949,6,1,0,7,0.394787,7,2,0,9,1457.482736,0,0,0,0,0,7,2,0,9,1457.482736,18924.666667,54859,9,226,1,32,32,0,0,32,0,4720,804,59,0,0,0,1457.835303,0,0,inf,relational,1,row-map,boolector,0,1,0,NoPHT,Static,HauntedIteSTL,200,6,0,0,0,0,0,0,0,0,Insecure
tea_encrypt_O2_main,1,1,1,0,0,0,0,0,1,1,0,2,1241.547205,6,1,0,7,0.55452,7,2,0,9,1242.101725,0,0,0,0,0,7,2,0,9,1242.101725,18945,54874,9,226,1,32,32,0,0,32,0,4737,806,61,0,0,0,1242.463653,0,0,inf,relational,1,row-map,boolector,0,1,0,NoPHT,Static,HauntedIteSTL,200,6,0,0,0,0,0,0,0,0,Insecure
tea_encrypt_O3_main,1,1,1,0,0,0,0,0,1,1,0,2,1290.695491,6,1,0,7,0.550113,7,2,0,9,1291.245604,0,0,0,0,0,7,2,0,9,1291.245604,18945,54874,9,226,1,32,32,0,0,32,0,4737,806,61,0,0,0,1291.613431,0,0,inf,relational,1,row-map,boolector,0,1,0,NoPHT,Static,HauntedIteSTL,200,6,0,0,0,0,0,0,0,0,Insecure
tea_encrypt_Of_main,1,1,1,0,0,0,0,0,1,1,0,2,1274.854005,6,1,0,7,0.53457,7,2,0,9,1275.388575,0,0,0,0,0,7,2,0,9,1275.388575,18945,54874,9,226,1,32,32,0,0,32,0,4737,806,61,0,0,0,1275.741133,0,0,inf,relational,1,row-map,boolector,0,1,0,NoPHT,Static,HauntedIteSTL,200,6,0,0,0,0,0,0,0,0,Insecure
spectrev1_case_1,1,1,1,2,0,0,2,0.009334,0,0,0,0,0,0,1,0,1,0.007188,0,1,0,1,0.007188,0,0,0,0,0,2,1,0,3,0.016522,648.333333,787,1,20,2,1,1,0,0,0,0,95,27,24,0,0,0,0.041828,0,0,inf,relational,1,row-map,boolector,0,0,0,NoPHT,Static,NoSTL,200,0,0,0,0,0,0,0,0,0,Secure
spectrev1_case_2,1,1,1,2,0,0,2,0.008733,0,0,0,0,0,0,1,0,1,0.007605,0,1,0,1,0.007605,0,0,0,0,0,2,1,0,3,0.016338,682.333333,889,1,29,2,1,1,0,0,0,0,137,39,36,0,0,0,0.041859,0,0,inf,relational,1,row-map,boolector,0,0,0,NoPHT,Static,NoSTL,200,0,0,0,0,0,0,0,0,0,Secure
spectrev1_case_3,1,1,1,2,0,0,2,0.008509,0,0,0,0,0,0,1,0,1,0.008275,0,1,0,1,0.008275,0,0,0,0,0,2,1,0,3,0.016784,682.333333,889,1,29,2,1,1,0,0,0,0,137,39,36,0,0,0,0.043737,0,0,inf,relational,1,row-map,boolector,0,0,0,NoPHT,Static,NoSTL,200,0,0,0,0,0,0,0,0,0,Secure
spectrev1_case_4,1,1,1,2,0,0,2,0.008922,0,0,0,0,0,0,1,0,1,0.007163,0,1,0,1,0.007163,0,0,0,0,0,2,1,0,3,0.016085,737,981,1,21,2,1,1,0,0,0,0,131,32,29,0,0,0,0.041405,0,0,inf,relational,1,row-map,boolector,0,0,0,NoPHT,Static,NoSTL,200,0,0,0,0,0,0,0,0,0,Secure
spectrev1_case_5,1,1,1,33,1,0,34,0.556887,0,0,0,0,0,0,15,0,15,0.482477,0,15,0,15,0.482477,0,0,0,0,0,33,16,0,49,1.039364,5433.102041,10480,15,371,17,17,17,0,0,1,0,1161,268,35,0,0,0,1.516215,0,0,inf,relational,1,row-map,boolector,0,0,0,NoPHT,Static,NoSTL,200,0,0,0,0,0,0,0,0,0,Secure
spectrev1_case_6,1,1,1,2,0,0,2,0.010028,0,0,0,0,0,0,1,0,1,0.008755,0,1,0,1,0.008755,0,0,0,0,0,2,1,0,3,0.018783,887.333333,1026,1,33,2,1,1,0,0,0,0,198,54,47,0,0,0,0.044712,0,0,inf,relational,1,row-map,boolector,0,0,0,NoPHT,Static,NoSTL,200,0,0,0,0,0,0,0,0,0,Secure
spectrev1_case_7,1,1,1,5,1,0,6,0.025803,0,0,0,0,0,0,1,0,1,0.003541,0,1,0,1,0.003541,0,0,0,0,0,5,2,0,7,0.029344,892.285714,1210,1,51,3,3,3,0,0,1,0,238,66,43,0,0,0,0.067355,0,0,inf,relational,1,row-map,boolector,0,0,0,NoPHT,Static,NoSTL,200,0,0,0,0,0,0,0,0,0,Secure
spectrev1_case_8,1,1,1,2,0,0,2,0.00947,0,0,0,0,0,0,1,0,1,0.007431,0,1,0,1,0.007431,0,0,0,0,0,2,1,0,3,0.016901,649.333333,790,1,25,2,1,1,0,0,0,0,137,39,28,0,0,0,0.042299,0,0,inf,relational,1,row-map,boolector,0,0,0,NoPHT,Static,NoSTL,200,0,0,0,0,0,0,0,0,0,Secure
spectrev1_case_9,1,1,1,1,1,0,2,0.007085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,0.007085,424,424,0,8,1,1,1,0,0,1,0,39,12,12,0,0,0,0.027099,0,0,inf,relational,1,row-map,boolector,0,0,0,NoPHT,Static,NoSTL,200,0,0,0,0,0,0,0,0,0,Secure
spectrev1_case_10,1,1,1,10,0,0,10,0.13205,0,1,0,1,0.008899,0,0,0,0,0,0,1,0,1,0.008899,0,0,0,0,0,10,1,0,11,0.140949,857.272727,923,1,29,3,2,2,0,0,0,0,108,33,27,0,0,0,0.183681,0,0,inf,relational,1,row-map,boolector,0,0,0,NoPHT,Static,NoSTL,200,0,0,0,0,0,0,0,0,0,Secure
spectrev1_case_11gcc,1,1,1,32,1,0,33,0.589509,0,2,0,2,0.006357,0,1,0,1,0.007257,0,3,0,3,0.013614,0,0,0,0,0,32,4,0,36,0.603123,1471.472222,1644,3,49,3,5,5,0,0,3,0,254,79,61,0,0,0,0.73561,0,0,inf,relational,1,row-map,boolector,0,0,0,NoPHT,Static,NoSTL,200,0,0,0,0,0,0,0,0,0,Secure
spectrev1_case_11ker,1,1,1,11,0,0,11,0.110382,0,1,0,1,0.003432,0,1,0,1,0.007669,0,2,0,2,0.011101,0,0,0,0,0,11,2,0,13,0.121483,1332.230769,1513,2,75,3,4,4,0,0,2,0,261,72,58,0,0,0,0.182065,0,0,inf,relational,1,row-map,boolector,0,0,0,NoPHT,Static,NoSTL,200,0,0,0,0,0,0,0,0,0,Secure
spectrev1_case_11sub,1,1,1,2,0,0,2,0.009011,0,0,0,0,0,0,1,0,1,0.008756,0,1,0,1,0.008756,0,0,0,0,0,2,1,0,3,0.017767,778.666667,1178,1,51,2,3,3,0,0,2,0,192,51,48,0,0,0,0.045646,0,0,inf,relational,1,row-map,boolector,0,0,0,NoPHT,Static,NoSTL,200,0,0,0,0,0,0,0,0,0,Secure
spectrev1_case_12,1,1,1,2,0,0,2,0.02439,0,0,0,0,0,0,1,0,1,0.017211,0,1,0,1,0.017211,0,0,0,0,0,2,1,0,3,0.041601,934,1190,1,28,2,1,1,0,0,0,0,158,44,40,0,0,0,0.070115,0,0,inf,relational,1,row-map,boolector,0,0,0,NoPHT,Static,NoSTL,200,0,0,0,0,0,0,0,0,0,Secure
spectrev1_case_13,1,1,1,2,0,0,2,0.008835,0,0,0,0,0,0,1,0,1,0.008457,0,1,0,1,0.008457,0,0,0,0,0,2,1,0,3,0.017292,685.333333,838,1,26,2,3,3,0,0,2,0,129,39,33,0,0,0,0.041835,0,0,inf,relational,1,row-map,boolector,0,0,0,NoPHT,Static,NoSTL,200,0,0,0,0,0,0,0,0,0,Secure
spectrev1_case_14,1,1,1,2,0,0,2,0.008721,0,0,0,0,0,0,1,0,1,0.008717,0,1,0,1,0.008717,0,0,0,0,0,2,1,0,3,0.017438,738.333333,911,1,31,2,1,1,0,0,0,0,164,46,40,0,0,0,0.04444,0,0,inf,relational,1,row-map,boolector,0,0,0,NoPHT,Static,NoSTL,200,0,0,0,0,0,0,0,0,0,Secure
spectrev4_case_1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-nan,0,0,15,1,0,0,0,0,0,0,95,27,27,0,0,0,0.017666,0,0,inf,relational,1,row-map,boolector,0,0,0,NoPHT,Static,NoSTL,200,0,0,0,0,0,0,0,0,0,Secure
spectrev4_case_2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0.003854,0,1,0,1,0.003854,0,0,0,0,0,0,1,0,1,0.003854,599,599,1,9,1,0,0,0,0,0,0,65,16,16,0,0,0,0.022536,0,0,inf,relational,1,row-map,boolector,0,0,0,NoPHT,Static,NoSTL,200,0,0,0,0,0,0,0,0,0,Secure
spectrev4_case_3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0.003868,0,1,0,1,0.003868,0,0,0,0,0,0,1,0,1,0.003868,492,492,1,7,1,0,0,0,0,0,0,58,16,16,0,0,0,0.022796,0,0,inf,relational,1,row-map,boolector,0,0,0,NoPHT,Static,NoSTL,200,0,0,0,0,0,0,0,0,0,Secure
spectrev4_case_4,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-nan,0,0,9,1,0,0,0,0,0,0,62,18,18,0,0,0,0.016778,0,0,inf,relational,1,row-map,boolector,0,0,0,NoPHT,Static,NoSTL,200,0,0,0,0,0,0,0,0,0,Secure
spectrev4_case_5,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0.004566,0,1,0,1,0.004566,0,0,0,0,0,0,1,0,1,0.004566,646,646,1,11,1,0,0,0,0,0,0,83,21,21,0,0,0,0.023497,0,0,inf,relational,1,row-map,boolector,0,0,0,NoPHT,Static,NoSTL,200,0,0,0,0,0,0,0,0,0,Secure
spectrev4_case_6,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0.003958,0,1,0,1,0.003958,0,0,0,0,0,0,1,0,1,0.003958,652,652,1,12,1,0,0,0,0,0,0,85,22,22,0,0,0,0.024621,0,0,inf,relational,1,row-map,boolector,0,0,0,NoPHT,Static,NoSTL,200,0,0,0,0,0,0,0,0,0,Secure
spectrev4_case_7,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0.005373,0,1,0,1,0.005373,0,0,0,0,0,0,1,0,1,0.005373,539,539,1,11,1,0,0,0,0,0,0,70,18,18,0,0,0,0.024555,0,0,inf,relational,1,row-map,boolector,0,0,0,NoPHT,Static,NoSTL,200,0,0,0,0,0,0,0,0,0,Secure
spectrev4_case_8,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-nan,0,0,12,1,0,0,0,0,0,0,61,16,16,0,0,0,0.016834,0,0,inf,relational,1,row-map,boolector,0,0,0,NoPHT,Static,NoSTL,200,0,0,0,0,0,0,0,0,0,Secure
spectrev4_case_9,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0.022974,0,1,0,1,0.022974,0,0,0,0,0,0,1,0,1,0.022974,37957,37957,1,611,1,201,201,0,0,201,0,8284,2226,33,0,0,0,0.251557,0,0,inf,relational,1,row-map,boolector,0,0,0,NoPHT,Static,NoSTL,200,0,0,0,0,0,0,0,0,0,Secure
spectrev4_case_9_bis,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0.002901,0,1,0,1,0.002901,0,0,0,0,0,0,1,0,1,0.002901,2427,2427,1,41,1,11,11,0,0,11,0,494,136,33,0,0,0,0.032937,0,0,inf,relational,1,row-map,boolector,0,0,0,NoPHT,Static,NoSTL,200,0,0,0,0,0,0,0,0,0,Secure
spectrev4_case_10,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0.004194,0,1,0,1,0.004194,0,0,0,0,0,0,1,0,1,0.004194,729,729,1,16,1,0,0,0,0,0,0,106,27,27,0,0,0,0.024333,0,0,inf,relational,1,row-map,boolector,0,0,0,NoPHT,Static,NoSTL,200,0,0,0,0,0,0,0,0,0,Secure
spectrev4_case_11,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0.004682,0,1,0,1,0.004682,0,0,0,0,0,0,1,0,1,0.004682,674,674,1,18,1,0,0,0,0,0,0,109,28,28,0,0,0,0.026368,0,0,inf,relational,1,row-map,boolector,0,0,0,NoPHT,Static,NoSTL,200,0,0,0,0,0,0,0,0,0,Secure
spectrev4_case_12,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0.004637,0,1,0,1,0.004637,0,0,0,0,0,0,1,0,1,0.004637,595,595,1,14,1,0,0,0,0,0,0,88,25,25,0,0,0,0.024804,0,0,inf,relational,1,row-map,boolector,0,0,0,NoPHT,Static,NoSTL,200,0,0,0,0,0,0,0,0,0,Secure
spectrev4_case_13,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0.004117,0,1,0,1,0.004117,0,0,0,0,0,0,1,0,1,0.004117,664,664,1,16,1,0,0,0,0,0,0,102,28,28,0,0,0,0.026242,0,0,inf,relational,1,row-map,boolector,0,0,0,NoPHT,Static,NoSTL,200,0,0,0,0,0,0,0,0,0,Secure
spectrev1_case_1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0.015967,1,0,0,1,0.015967,0,0,0,0,0,1,0,0,1,0.015967,780,780,1,21,2,1,1,1,0,0,0,97,28,24,0,0,0,0.036901,0,0,inf,relational,1,row-map,boolector,0,2,0,Haunted,Full,NoSTL,200,1,0,0,0,0,0,0,0,0,Insecure
spectrev1_case_2,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0.014894,1,0,0,1,0.014894,0,0,0,0,0,1,0,0,1,0.014894,882,882,1,30,2,1,1,1,0,0,0,139,40,36,0,0,0,0.038874,0,0,inf,relational,1,row-map,boolector,0,2,0,Haunted,Full,NoSTL,200,1,0,0,0,0,0,0,0,0,Insecure
spectrev1_case_3,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0.014812,1,0,0,1,0.014812,0,0,0,0,0,1,0,0,1,0.014812,882,882,1,30,2,1,1,1,0,0,0,139,40,36,0,0,0,0.037067,0,0,inf,relational,1,row-map,boolector,0,2,0,Haunted,Full,NoSTL,200,1,0,0,0,0,0,0,0,0,Insecure
spectrev1_case_4,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0.013495,1,0,0,1,0.013495,0,0,0,0,0,1,0,0,1,0.013495,974,974,1,22,2,1,1,1,0,0,0,133,33,29,0,0,0,0.036871,0,0,inf,relational,1,row-map,boolector,0,2,0,Haunted,Full,NoSTL,200,1,0,0,0,0,0,0,0,0,Insecure
spectrev1_case_5,1,1,1,16,1,0,17,0.64782,0,0,0,0,0,1,0,0,1,0.023646,1,0,0,1,0.023646,0,0,0,0,0,17,1,0,18,0.671467,14227.5,20124,30,777,33,32,32,32,0,0,0,2303,543,35,0,0,0,1.432308,0,0,inf,relational,1,row-map,boolector,0,33,0,Haunted,Full,NoSTL,200,1,0,0,0,0,0,0,0,0,Insecure
spectrev1_case_6,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0.021068,1,0,0,1,0.021068,0,0,0,0,0,1,0,0,1,0.021068,1019,1019,1,34,2,1,1,1,0,0,0,200,55,47,0,0,0,0.044383,0,0,inf,relational,1,row-map,boolector,0,2,0,Haunted,Full,NoSTL,200,1,0,0,0,0,0,0,0,0,Insecure
spectrev1_case_7,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0.016079,1,0,0,1,0.016079,0,0,0,0,0,1,0,0,1,0.016079,835,835,1,55,4,3,3,3,0,0,0,263,74,43,0,0,0,0.041342,0,0,inf,relational,1,row-map,boolector,0,4,0,Haunted,Full,NoSTL,200,1,0,0,0,0,0,0,0,0,Insecure
spectrev1_case_8,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0.015989,1,0,0,1,0.015989,0,0,0,0,0,1,0,0,1,0.015989,783,783,1,28,2,1,1,1,0,0,0,139,40,28,0,0,0,0.036712,0,0,inf,relational,1,row-map,boolector,0,2,0,Haunted,Full,NoSTL,200,1,0,0,0,0,0,0,0,0,Insecure
